ID;Année;Mois ;Date ;Pays;CATPROD;Produit;CATFRAU;OBJETFRAU;LINKSOURCE;;;;;;;;;;;;;;;;;;
GFF87945;2022;juil;16/07/2022;Italy;Meat and meat products (other than poultry;bovines;Grey market;The authorities seized 1 067 bovines from a farm (total value of 1 million Euros). 20% of the animals were lacking totally or partially the required ear tag;https://www.gazzettadiparma.it/non-solo-parma/2022/07/16/news/stalla-sala-di-mungitura-e-di-raccolta-latte-inadeguate-sanzionato-allevamento-irregolare-nel-reggiano-sequestrati-oltre-1000-bovini-657073/;;;;;;;;;;;;;;;;;;
GFF87946;2022;juil;17/07/2022;Pakistan;Herbs and spices;spices;Adulteration,Product tampering;The authorities seized 3 tons of spices adulterated with husk, non-food grade dyes and used cooking oil.;https://www.urdupoint.com/en/pakistan/food-authority-seals-two-factories-recovers-1537503.html;;;;;;;;;;;;;;;;;;
GFF87947;2022;juil;18/07/2022;Colombia;Milk and milk products;milk;Adulteration,Product tampering;The Superintendency of Industry and Commerce opened an investigation against four companies for adulterating whole milk with whey since 2020. Companies replied to the accusations.;https://www.elnuevodia.com.co/nuevodia/salud/491471-ojo-la-leche-que-toma-investigan-cuatro-empresas-de-lacteos-por-adulteracion-de-este?_x_tr_sch=http&_x_tr_sl=es&_x_tr_tl=en&_x_tr_hl=en;;;;;;;;;;;;;;;;;;
GFF87948;2022;juil;19/07/2022;China;Fats and oils;olive oil;Adulteration,Product tampering;Chinese and Spanish researchers analysed the quality of extra-virgin olive oil (EVOO) imported in China from Spain, Greece, Italy, Turkey, Tunisia and Australia. Almost 72% of the 85 samples failed to meet the required quality standards, the main problems being ageing, oxidation and counterfeit with refined oils. Specifically:  47% not conforming to the standards for commercial EVOO  3.5% bearing wrong geographical origin  6% adulterated with other refined oils;https://www.sciencedirect.com/science/article/abs/pii/S0889157522003313;;;;;;;;;;;;;;;;;;
GFF87949;2022;juil;20/07/2022;South Africa;Alcoholic beverages;alcohol;Adulteration,Product tampering;Twenty-one teenagers (between 13 and 17 years old) have died in South Africa after consuming alcohol apparently containing methanol.;https://www.courrierinternational.com/article/mystere-afrique-du-sud-un-alcool-frelate-pourrait-etre-a-l-origine-de-la-mort-de-21-jeunes-lors-d-une-soiree;;;;;;;;;;;;;;;;;;
GFF87950;2022;juil;21/07/2022;Pakistan;Cocoa and cocoa preparations, coffee and tea;tea leaves ;Adulteration,Product tampering;The Khyber Pakhtunkhwa Food Safety and Halal Food Authority (KP FS&HFA) seized 1.2 tons of tea leaves adulterated with non-food grade colours.;https://www.urdupoint.com/en/pakistan/food-authority-seals-four-units-confiscates-1538785.html;;;;;;;;;;;;;;;;;;
GFF87951;2022;juil;22/07/2022;India;Cereals and bakery products;rice;Grey market;The authorities seized 50.5 tons of smuggled rice meant for the Public Distribution System (PDS).;;;;;;;;;;;;;;;;;;;
GFF87952;2022;juil;23/07/2022;Italy;Ices and desserts;ice creams;Grey market;In the operatio Estate tranquilla (Calm Summer), the authorities seized 5 tons of ice creams without traceability documentation (total value of 40 000 Euros).;https://www.agrigentonotizie.it/cronaca/palma-montechiaro-nas-sequestro-gelato-sanzione-azienda.html;;;;;;;;;;;;;;;;;;
GFF87953;2022;juil;24/07/2022;Pakistan;Non-alcoholic beverages;beverages ;Adulteration,Product tampering;Khyber Pakhtunkhwa Food Safety and Halal Food Authority (KPFS&HFA) seized 6 000 litres of beverages adulterated with expired chemicals.;https://www.nation.com.pk/23-Jul-2022/kp-food-authority-seizes-substandard-beverages;;;;;;;;;;;;;;;;;;
GFF87954;2022;juil;25/07/2022;Pakistan;Other food products/ mixed;jiggery;Adulteration,Product tampering;The authorities seized 2.5 tons of substandard jiggery produced with sugar and non-food grade colours.;https://www.urdupoint.com/en/pakistan/food-authority-confiscates-over-2500-kg-of-s-1540100.html;;;;;;;;;;;;;;;;;;
GFF87955;2022;juil;26/07/2022;Ukraine;Alcoholic beverages;alcohol;Grey market;The authorities discovered an illegal 300-meter long polyethylene pipeline utilised to illegally smuggle alcohol from Ukraine to Moldova.;https://www.money.ro/conducta-de-vodca-descoperita-intre-transnistria-si-odesa/;;;;;;;;;;;;;;;;;;
GFF87956;2022;juil;27/07/2022;Paraguay;Cereals and bakery products;tomatoes,flour;Grey market;The authorities seized 24 tons of contraband tomatoes and 8.75 tons of contraband flour;https://www.ultimahora.com/un-militar-herido-incautacion-productos-supuesto-contrabando-n3014301.html;;;;;;;;;;;;;;;;;;
GFF87957;2022;juil;28/07/2022;India;Alcoholic beverages;alcohol;Grey market;At least 42 people died after consuming alcohol in the Indian state of Gujarat (where production, selling and consumption of alcohol are prohibited). The product contained 98% methanol.;https://www.noticiasaominuto.com/mundo/2042422/alcool-adulterado-mata-21-pessoas-na-india;;;;;;;;;;;;;;;;;;
GFF87958;2022;juil;29/07/2022;Nigeria;Cereals and bakery products;rice;Grey market;The authorities seized in total 420.1 tons of contraband rice.;https://sunnewsonline.com/customs-arrests-4-suspects-intercepts-13-trucks-of-rice-donkey-skin-others-worth-n7-432bn/;;;;;;;;;;;;;;;;;;
GFF87959;2022;juil;30/07/2022;Brazil;Cereals and bakery products;soybean;Grey market;the authorities dismantled a criminal organisation adulterating bulk soybeans and soybean meal with sand, before being exported to China. It is estimated that 9 000 tons of soybean have been adulterated.;https://odocumento.com.br/policia-prende-empresarios-por-esquema-de-furto-e-adulteracao-de-cargas-de-soja-de-r-225-milhoes/;;;;;;;;;;;;;;;;;;
GFF87960;2022;juil;29/07/2022;Bangladesh;Alcoholic beverages;liquor;Grey market;The authorities seized 36 000 bottles of contraband liquor;https://bdnews24.com/bangladesh/c44384cas0;;;;;;;;;;;;;;;;;;
GFF87961;2022;juil;29/07/2022;Hong Kong;Meat and meat products (other than poultry;meat;Grey market;In the first half of 2022, the authorities seized 224 tons of meat smuggled to mainland China (total value of 4.35 million Euros);https://www.scmp.com/news/hong-kong/law-and-crime/article/3187160/100-tonnes-frozen-meat-smuggled-mainland-china-each;;;;;;;;;;;;;;;;;;
GFF87962;2022;juil;29/07/2022;France;Wine;wines;Counterfeit;The authorities dismantled a criminal organisation selling hundreds of thousands of bottles of wine with counterfeit Geographical Indications;https://www.foodandwine.com/news/france-bordeaux-fraud-ring-bust-police;;;;;;;;;;;;;;;;;;
GFF87963;2022;juil;29/07/2022;India;Nuts, nut products and seeds;cumin seeds ;Adulteration,Product tampering;The authorities seized 30 tons of cumin seeds adulterated with e.g. cement or jaggery syrup.;https://timesofindia.indiatimes.com/city/ahmedabad/cement-in-cumin-food-tempered-with-danger-in-gujarat/articleshow/92712317.cms;;;;;;;;;;;;;;;;;;
GFF87964;2022;juil;29/07/2022;Uganda;Meat and meat products (other than poultry;meat;Adulteration,Product tampering;Researchers have found that 8% - 27.5% of chickens and pigs are fed with anti-retroviral drugs (ARVs) to accelerate their growth. The drugs are used for treatment of HIV/Aids, but may endanger consumer health by promoting obesity and increasing drug resistance in HIV-positive persons.;https://www.monitor.co.ug/uganda/news/national/scientists-reveal-risks-of-arvs-in-pork-birds-3873046;;;;;;;;;;;;;;;;;;
GFF87965;2022;juin;05/06/2022;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;red tona;Grey market;The authorities seized 11,7 tons of red tuna lacking the required traceability documentation or without the bluefin tuna catch document;https://www.lasiciliaweb.it/2022/06/catania-sequestrate-due-tonnellate-di-tonno-rosso/;;;;;;;;;;;;;;;;;;
GFF87966;2022;juin;06/06/2022;Belgium;Meat and meat products (other than poultry;meat;Document forgery;the authorities dismantled a criminal organisation faking horse and donkey certificates(e,g,passports,electronic,chips)to divert and sell them as horse meat into the food chain;https://www.foodsafetynews.com/2022/06/arrests-made-in-horse-meat-fraud-investigation-in-belgium/;;;;;;;;;;;;;;;;;;
GFF87967;2022;juin;07/06/2022;Pakistan;Herbs and spices;spices;Adulteration,Product tampering;the authorities seized 1,2 tons of substandard spices prepared by using bran and dyes;https://www.urdupoint.com/en/pakistan/food-authority-seizes-hundreds-of-liters-of-a-1519767.html;;;;;;;;;;;;;;;;;;
GFF87968;2022;juin;08/06/2022;India;Cereals and bakery products;cereals;Grey market;the authorities seized in total 131,2 tons of contraband ration cereals intended for the public distribution system,since may,the authorities seized almost 4048 tons of contraband cereals;https://timesofindia.indiatimes.com/city/mangaluru/anna-bhagya-rice-seized-at-gerukatte/articleshow/91996693.cms;;;;;;;;;;;;;;;;;;
GFF87969;2022;juin;09/06/2022;India;Meat and meat products (other than poultry;meat;Grey market;the authorities seized 1,2 tons of meat illegally slaughtered;https://timesofindia.indiatimes.com/city/hyderabad/ghmc-books-340-cases-against-illegal-slaughter/articleshow/92049366.cms;;;;;;;;;;;;;;;;;;
GFF87970;2022;juin;10/06/2022;Pakistan;Other food products/ mixed;sugar;Grey market;the authorities seized 6 tons of sugar intended to be smuggled to Afghanistan;https://tribune.com.pk/story/2361082/customs-foil-bid-to-smuggle-banned-items-to-afghanistan;;;;;;;;;;;;;;;;;;
GFF87971;2022;juin;11/06/2022;Pakistan;Cereals and bakery products;wheat;Grey market;the authorities seized in total 346 tons of contraband wheat or fine wheat flour (maidaà;https://www.urdupoint.com/en/pakistan/wheat-flour-smuggling-bids-foiled-7593-flo-1524143.html;;;;;;;;;;;;;;;;;;
GFF87972;2022;juin;12/06/2022;India;Alcoholic beverages;alcohol;Adulteration,Product tampering;three men died in india after consuming adulterated alcoholic beverages;https://timesofindia.indiatimes.com/city/varanasi/azamgarh-hooch-tragedy-nsa-against-three-accused/articleshow/92170129.cms;;;;;;;;;;;;;;;;;;
GFF87973;2022;juin;13/06/2022;Bolivia;Fish and fish products;fish;Grey market;a group of smugglers attacked some officials of the national agricultural health and food safety service in order to recover 16 tons of contraband fish;https://www.senasag.gob.bo/index.php/comunicacion/noticias/335-contrabandistas-agreden-a-funcionarios-del-senasag-y-sustraen-mercaderia-decomisada;;;;;;;;;;;;;;;;;;
GFF87974;2022;juin;14/06/2022;Brazil;Non-alcoholic beverages;juices;Misdescription,Mislabelling,Misbranding;the authorities seized 26,2 tons of juices with fake origin labelling;https://www.gov.br/agricultura/pt-br/assuntos/noticias/mapa-apreende-129-toneladas-de-sucos-por-suspeita-de-fraude-ao-consumidor;;;;;;;;;;;;;;;;;;
GFF87975;2022;juin;15/06/2022;Germany;Poultry meat and poultry meat products;meat;Misdescription,Mislabelling,Misbranding;meat companies were accused of mixing mechanically separated meat into their poultry sausages without declaring it alongside the name of the product (as legally required),thus deceiving consumers,laboratory analyses supported the suspicion;https://www.spiegel.de/wirtschaft/service/steckt-separatorenfleisch-in-supermarkt-wurst-a-e8811492-5e2b-4ac2-b6d1-db20aa0c02d1;;;;;;;;;;;;;;;;;;
GFF87976;2022;juin;16/06/2022;Pakistan;Milk and milk products;milk;Adulteration,Product tampering;the authorities seized 1,05 tons of milk adulterated with chemicals;https://www.urdupoint.com/en/pakistan/1050-litres-adulterated-milk-disposed-of-1524642.html;;;;;;;;;;;;;;;;;;
GFF87977;2022;juin;17/06/2022;India;Meat and meat products (other than poultry;beef;Grey market;the authorities seized 1,5 tons of contraband beef;https://timesofindia.indiatimes.com/city/noida/4-held-with-1500kg-beef-were-to-supply-it-to-ups-ghazipur-cops/articleshow/92193117.cms;;;;;;;;;;;;;;;;;;
GFF87978;2022;juin;18/06/2022;Egypt;Cereals and bakery products;wheat;Grey market;the interior ministry seized almost 107 000 tons of local wheat traded illegally ;https://english.ahram.org.eg/NewsContent/50/1201/467988/AlAhram-Weekly/Egypt/Covered-by-local-wheat-.aspx;;;;;;;;;;;;;;;;;;
GFF87979;2022;juin;19/06/2022;Bolivia;Food;food;Grey market;the authorities seized 9 tons of contraband food intended to be smuggled to Peru;https://www.reduno.com.bo/nacional/detectan-motorizados-con-contrabando-90-quintales-de-alimento-balanceado-arroz-frangollo-y-harina-en-frontera-con-peru-202261585548;;;;;;;;;;;;;;;;;;
GFF87980;2022;juin;20/06/2022;India;Alcoholic beverages;liquor;Grey market;the authorities destroyed 42 810 contraband liquor bottles seized since 2019,they were imported illegally from neighbouring countries and sold at exorbitant prices;http://www.uniindia.com/~/42-810-liquor-bottles-destroyed-by-police/States/news/2758415.html;;;;;;;;;;;;;;;;;;
GFF87981;2022;juin;21/06/2022;Pakistan;Other food products/ mixed;jaggery;Adulteration,Product tampering;the khyber pakhtunkhwa food safety and halal food authority(KP FS HFA) seized over 4 tons of substandard jaggery(Gurr)adulterated with chemicals and non-food grade colours;https://www.urdupoint.com/en/pakistan/kp-food-safety-authority-seizes-over-4000-kgs-1526094.html;;;;;;;;;;;;;;;;;;
GFF87982;2022;juin;22/06/2022;Nigeria;Cereals and bakery products;rice;Grey market;the authorities seized almost 38 tons of contraband rice(total value of 43 170 euros);https://dailypost.ng/2022/06/16/nigerian-customs-in-katsina-generates-n104-7m-seizes-items-worth-n38-5m/;;;;;;;;;;;;;;;;;;
GFF87983;2022;juin;23/06/2022;Moldova;Meat and meat products (other than poultry;meat;Grey market;the authorities seized 140 tons of contraband meat(total value of 1,5 million euros);https://www.publika.md/oamenii-legii-au-venit-cu-detalii-in-cazul-perchezitiilor-in-dosarul-contrabandei-cu-produse-din-carne_3126378.html;;;;;;;;;;;;;;;;;;
GFF87984;2022;juin;24/06/2022;Italy;Cereals and bakery products;rice;Grey market;the authorities seized 19 tons of rice,pasta and cous expired since 3years but relabelled with a new expiry date;https://www.ilrestodelcarlino.it/emilia-romagna/pasta-scaduta-1.7796630;;;;;;;;;;;;;;;;;;
GFF87985;2022;juin;25/06/2022;Oman;Alcoholic beverages;alcohol;Grey market;the authorities seized in total 41 000 cans and bottles of illegal alcoholic beverages;https://timesofoman.com/article/118102-police-seizes-over-23000-cans-and-bottles-of-alcoholic-beverages;;;;;;;;;;;;;;;;;;
GFF87986;2022;juin;26/06/2022;Italy;Food;food;Grey market;the aauthorities seized 3 million pills of food supplements (total value of 2,5 million euros) not yet authorised to be sold on the market;https://ilfattoalimentare.it/nas-in-azione-sequestrati-integratori-chiusi-ristoranti-e-bloccati-alimenti-scaduti.html;;;;;;;;;;;;;;;;;;
GFF87987;2022;juin;27/06/2022;Argentina;Cereals and bakery products;corn;Grey market;the authorities seized in total 9 tons of contraband corn ;https://www.primeraedicion.com.ar/nota/100607787/incautan-un-camion-con-mas-de-9-toneladas-de-maiz-en-dos-de-mayo/;;;;;;;;;;;;;;;;;;
GFF87988;2022;juin;28/06/2022;Colombia;Alcoholic beverages;alcohol;Adulteration,Product tampering;the authorities seized 5 000 bottles of alcoholic beverages either contraband or adulterated;https://www.lanacion.com.co/alerta-por-licor-adulterado-en-el-huila/;;;;;;;;;;;;;;;;;;
GFF87989;2022;juin;29/06/2022;Italy;Food;food;Grey market;In May,the italian carabinieri seized 700 tons of food unfit for human consumption,without traceability documentation or with wrong labels,for a total value of 3 million euros,the controls focused on restaurants serving ethnic food and cuisines,and the related supply chains,;https://www.salute.gov.it/portale/news/p3_2_1_2_1.jsp?lingua=italiano&menu=notizie&p=nas&id=2393;;;;;;;;;;;;;;;;;;
GFF87990;2022;juin;30/06/2022;Spain;Fruits and vegetables;Fruits and vegetables;Grey market;the authorities have arrested 32 people and are investigating another 49 for stealing 518 tons of fruits and vegetables from crop fields,;https://www.europapress.es/comunitat-valenciana/noticia-detienen-32-personas-investigan-otras-49-robar-518-toneladas-fruta-verdura-campos-valencianos-20220625105454.html;;;;;;;;;;;;;;;;;;
GFF87991;2022;juin;30/06/2022;Italy;Meat and meat products (other than poultry;meat;Grey market;the authorities seized 12 tons of fresh and frozen meat without traceability documentation (total value of around 90 000 euros);https://bologna.repubblica.it/cronaca/2022/06/30/news/in_un_salumificio_a_modena_sequestrate_12_tonnellate_di_carne-356008266/;;;;;;;;;;;;;;;;;;
GFF87992;2022;juin;30/06/2022;France;Wine;wines;Counterfeit;the authorities dismantled a criminal organisation counterfeiting low-quality wine with the geographical indiction of bordeaux,;https://www.francebleu.fr/infos/faits-divers-justice/un-vaste-reseau-de-trafic-de-fausses-bouteilles-de-vin-de-bordeaux-demantele-1656668432;;;;;;;;;;;;;;;;;;
GFF87993;2022;mai;01/05/2022;India;Cereals and bakery products;rice;Grey market;between may 2021 and april 2022 the authorities seized 1 254 tons of rice meant for the public distribution system but instead offered for sale;https://timesofindia.indiatimes.com/city/chennai/836-people-held-on-tn-ap-border-for-smuggling-pds-rice-cs-cid/articleshow/91793860.cms;;;;;;;;;;;;;;;;;;
GFF87994;2022;mai;02/05/2022;Pakistan;Alcoholic beverages;drinks;Adulteration,Product tampering;the khyber pakhtunkhwa food safety authority seized 5 000 litres of counterfeit drinks adulterated with unhealthy chemicals and counterfeit labels from famous brands;https://www.urdupoint.com/en/pakistan/kp-fsa-operation-continue-in-peshawar-1504991.html;;;;;;;;;;;;;;;;;;
GFF87995;2022;mai;03/05/2022;Italy;Milk and milk products;milk;Document forgery;the authorities unveiled a criminal group illegally selling veterinary medicines to farmers in order to increase milk production (up to +100%)the prescriptions were falsified in ordeer to retroactively cover the illegal transactions ,the authorities seized as well veterinary medicines for a total value of 16 000 euros,;https://www.blogsicilia.it/ragusa/farmaci-nero-latte-nas-farmacia-sequestro/720391/;;;;;;;;;;;;;;;;;;
GFF87996;2022;mai;04/05/2022;United States;Fish and fish products;seafood;Misdescription,Mislabelling,Misbranding;"the authorities dismantled a criminal organisation involving the largest U,S importer and wholesale distributor of eel meatt,large quantities of European eels have been smuggled out of europe and processed inchina,ultimately imporimported into the USA misabelled as""American eel"" for sushi,the market value of such fraud has been valued around 152 million euros over a four-year period,European eels are protected under the CITES convention";https://www.seafoodsource.com/news/supply-trade/us-seafood-importer-indicted-in-usd-160-million-eel-smuggling-case;;;;;;;;;;;;;;;;;;
GFF87997;2022;mai;05/05/2022;Italy;Meat and meat products (other than poultry;salami;Grey market;the authorities seized 2,85 tons of salami cithout traceability documentation(total value of 22 000 euros);https://www.ottopagine.it/av/cronaca/291583/carne-conservata-male-denunciato-titolare-di-un-salumificio-del-mandamento.shtml;;;;;;;;;;;;;;;;;;
GFF87998;2022;mai;06/05/2022;Italy;Meat and meat products (other than poultry;pork;Grey market;the authorities seized 7 tons of pork products with no labels or documentation(total value of 59 000 euros);https://www.ildolomiti.it/cronaca/2022/sequestrate-7-tonnellate-di-carni-suine-di-dubbia-provenienza-a-un-salumificio-trentino-valevano-59mila-euro;;;;;;;;;;;;;;;;;;
GFF87999;2022;mai;07/05/2022;United States;Fish and fish products;fish;Misdescription,Mislabelling,Misbranding;A UK based company is under investigation by the FSA's national food crime unit(NFCU) for having falsified the country of origin claims on some of their smoked salmon products;https://www.thegrocer.co.uk/restructures-and-receiverships/bleikers-smokehouse-under-investigation-for-food-fraud-as-it-enters-administration/667173.article;;;;;;;;;;;;;;;;;;
GFF88000;2022;mai;08/05/2022;Italy;Fats and oils;olive oil;Misdescription,Mislabelling,Misbranding;"in the ""operation verum et oleun"",the authorities found 2 300 000 litres of non compliant extra-virgin olive oil(27,2% of analysed samples), the most recurrent non compliance involved the mislabelling of virgin olive oil as extra virgin,followed by the lack of traceability documentation,the authorities seized as well olive oil for a total value of 170 000 euros";https://www.targatocn.it/2022/05/04/leggi-notizia/argomenti/cronaca-1/articolo/operazione-verum-et-oleum-oltre-23-milioni-di-litri-irregolari-di-olio-extra-vergine-doliva.html;;;;;;;;;;;;;;;;;;
GFF88001;2022;mai;09/05/2022;Argentina;Cereals and bakery products;soybean,corn;Grey market;the authorities seized 1000 tons of soybean and corn without the proper documentation(total value of 1 220 000 euros);https://www.telam.com.ar/notas/202205/591492-operativos-arba-decomiso-1000-toneladas-soja-maiz.html;;;;;;;;;;;;;;;;;;
GFF88002;2022;mai;10/05/2022;Brazil;Alcoholic beverages;alcohol;Grey market;the civil police of Minas gerals(PCMGà,the ministry of agriculture,livestock and supply(mapa) and the instituto mineiro de agropecuaria(IMA)closed a clandestine factory illegally producing cachaca and other alcoholic beverages,seizing as well 7 740 litres of adulterated cachaca;https://www.gov.br/agricultura/pt-br/assuntos/noticias/acao-conjunta-fecha-fabrica-de-bebida-clandestina-em-minas-gerais-1;;;;;;;;;;;;;;;;;;
GFF88003;2022;mai;11/05/2022;Iran;Alcoholic beverages;alcohol;Grey market;at least 8 people have died and 17 are in critical condition after consuming adulterated homemade alcohol,the authorities arrested 8 people and seized thousands of litres od adulterated alcohol;https://sevilla.abc.es/internacional/abci-menos-8-muertos-y-decenas-envenenados-consumir-alcohol-adulterado-iran-202205050201_noticia.html;;;;;;;;;;;;;;;;;;
GFF88004;2022;mai;12/05/2022;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;clams;Grey market;the authorities seized 3,7 tons of clams without the required traceability documentation(total value of 36 000 euros);https://www.ilpescara.it/cronaca/camion-buca-ruota-polstrada-pesce-privo-tracciabilita.html;;;;;;;;;;;;;;;;;;
GFF88005;2022;mai;13/05/2022;Pakistan;Cereals and bakery products;wheat;Grey market;during 771 raids,the authorities seized 10 990 tons of wheat from hoarders and smugglers,;https://www.urdupoint.com/en/pakistan/dist-admin-food-dept-seized-10990-metric-ton-1506671.html;;;;;;;;;;;;;;;;;;
GFF88006;2022;mai;14/05/2022;Pakistan;Milk and milk products;milk;Adulteration,Product tampering;the authorities seized 8 280 litres of milk adulterated with unsafe powder,detergents,water and/or other chemicals,;https://www.urdupoint.com/en/pakistan/pfa-disposes-of-3999-liters-adulterated-milk-1507209.html;;;;;;;;;;;;;;;;;;
GFF88007;2022;mai;15/05/2022;Italy;Milk and milk products;cheese;Counterfeit;the authorities seized 270 tons of regular cheese misdescribed with a geographical indication(total value of 1 600 000 euros);https://www.castedduonline.it/pecorino-generico-marchiato-come-fiore-sardo-scatta-il-blitz-della-finanza-sequestrate-270-tonnellate-di-formaggio/;;;;;;;;;;;;;;;;;;
GFF88008;2022;mai;16/05/2022;India;Fish and fish products;fish;Adulteration,Product tampering;the authorities seized 6,2 tons of rotten fish or adulterated with chemicals;https://timesofindia.indiatimes.com/city/thiruvananthapuram/crackdown-on-illegal-eateries-continues-in-state/articleshow/91453762.cms;;;;;;;;;;;;;;;;;;
GFF88009;2022;mai;17/05/2022;India;Alcoholic beverages;liquor;Grey market;the authorities seied in total almost 11 530 bottles of liquor illegally soldor smuggled into the country;https://timesofindia.indiatimes.com/city/surat/bootleggers-flee-city-as-police-raid-their-hideouts/articleshow/91503178.cms;;;;;;;;;;;;;;;;;;
GFF88010;2022;mai;18/05/2022;Bolivia;Food;beer,oil,flour,sugar;Grey market;the authorities seized 13 tons of contraband beer and 67 tons of oil,sugar,flour and other foods(total value of 47 145 euros);https://www.abi.bo/index.php/noticias/economia/21856-contrabandistas-utilizan-a-un-menor-para-emboscar-a-personal-de-la-aduana;;;;;;;;;;;;;;;;;;
GFF88011;2022;mai;19/05/2022;Italy;Food;food;Grey market;the authorities seized 20 tons of food expired,relabelled and sold by street vendors;https://www.giornalelora.it/carabinieri-nas-catania-controlli-sulla-sicurezza-alimentare-e-sanitaria-del-primo-quadrimestre-2022/;;;;;;;;;;;;;;;;;;
GFF88012;2022;mai;20/05/2022;Honduras;Eggs and egg products;eggs;Grey market;the national directorate of border police services(DNSPFà seized 15 000 cartons of smuggled eggs;https://www.latribuna.hn/2022/05/14/decomisan-15-mil-cartones-de-huevos-de-contrabando-en-copan/;;;;;;;;;;;;;;;;;;
GFF88013;2022;mai;21/05/2022;Nigeria;Cereals and bakery products;rice;Grey market;in april,the nigeria customs service(NCS) seized 230,15 tons of contraband foreign parboiled rice;https://dailypost.ng/2022/05/17/ogun-customs-intercepts-boat-engines-eight-trailers-of-rice-others/;;;;;;;;;;;;;;;;;;
GFF88014;2022;mai;22/05/2022;Turkey;Fish and fish products;pearl mullets;Grey market;the turkis coast guard seized 1,3 tons of pearl mullets illegally fished;https://www.hurriyetdailynews.com/some-1-3-tons-of-poached-pearl-mullets-seized-in-lake-van-173910;;;;;;;;;;;;;;;;;;
GFF88015;2022;mai;23/05/2022;Italy;Fish and fish products;tuna;Adulteration,Product tampering;tens of people got poisoned after consuming adulterated tuna,the authorities discovered a company defrosting and adulterating the fish with unsafe substnaces to enhance the colour;https://bari.repubblica.it/cronaca/2022/05/20/news/tonno_adulterato_per_esaltarne_il_colore_9_perquisizioni_in_tutta_italia-350345532/;;;;;;;;;;;;;;;;;;
GFF88016;2022;mai;24/05/2022;Italy;Fats and oils;olive oil;Grey market;the authorities seized 2,76 tons of olive oil without traceabiliti documentation(total value of 30 000 euros);https://www.teatronaturale.it/tracce/italia/37941-sequestrati-27-quintali-di-olio-di-oliva-nel-basso-salento.htm;;;;;;;;;;;;;;;;;;
GFF88017;2022;mai;25/05/2022;Italy;Cereals and bakery products;wheat;Grey market;the authorities seized 105 tons of wheat,seeds were missing the required certification and the wheat faked the labels and documentation with names from protected varieties,;https://www.lacnews24.it/cronaca/pirateria-agroalimentare-sequestrate-oltre-105-tonnellate-di-grano-5-denunce_154889/;;;;;;;;;;;;;;;;;;
GFF88018;2022;mai;26/05/2022;Portugal;Wine;wines;Counterfeit;the food and economic security authority(ASAE) seized 3 300 litrs of wine with counterfeit geographical indications;https://www.publico.pt/2022/05/27/sociedade/noticia/asae-apreende-3300-litros-vinho-ilegal-2007948;;;;;;;;;;;;;;;;;;
GFF88019;2022;mai;27/05/2022;Burundi;Cocoa and cocoa preparations, coffee and tea;coffee;Grey market;the authority seized 27 tons of parchment coffe ready to be sold illegally;https://rtnb.bi/fr/art.php?idapi=6/1/131;;;;;;;;;;;;;;;;;;
GFF88020;2022;avr;01/04/2022;Cyprus;Alcoholic beverages;alcohol;Grey market;the authorities have redistributed to the residents 53 000 litres of contraband alcohol confiscated from smugglers;http://www.newsincyprus.com/news/384588/government-plans-to-give-away-confiscated-alcohol-tobacco;;;;;;;;;;;;;;;;;;
GFF88021;2022;avr;02/04/2022;Austria;Food;milk,fish,meat,honey;Grey market;in 2021,the customs at the vienna airport seized in total almost 4 tons of contraband animal products:milk and milk products(2tons),meat and meat product(1,8tons),fish honey and other animal-based food,as well as 3 400 litres of illegally imported alcohol;https://www.noen.at/niederoesterreich/chronik-gericht/flughafen-schwechat-schmuggelware-tabak-gold-und-lebensmittel-im-gepaeck-niederoesterreich-ermittlung-luftfahrt-niederoesterreich-schmuggel-flughafen-wien-schwechat-317894987;;;;;;;;;;;;;;;;;;
GFF88022;2022;avr;03/04/2022;Italy;Alcoholic beverages;alcohol;Grey market;the financial guard seized 4 500 bottles of contraband alcoholic beverages(e,g,whisky,tequila,rum,vodka and beer)imported from brazil,argentina,cuba,mexico and colombia;https://www.msn.com/it-it/notizie/other/sequestrate-a-como-4500-bottiglie-di-alcolici-di-contrabbando/ar-AAWlX8s?li=BBqfUd8;;;;;;;;;;;;;;;;;;
GFF88023;2022;avr;04/04/2022;India;Cereals and bakery products;rice;Grey market;the authorities seized in total 39,4 tons of rice intended for the public destribution system;https://www.thehindu.com/news/cities/Coimbatore/two-arrested-with2200-kg-of-ration-rice/article65290566.ece;;;;;;;;;;;;;;;;;;
GFF88024;2022;avr;05/04/2022;Argentina;Cereals and bakery products;soybean,corn;Grey market;the nationa gendarmerie seized 69 tons of contraband corn and 30 tons of contraband soybean;https://www.perfil.com/noticias/economia/secuestran-99-toneladas-de-granos-sin-justificacion-legal-para-su-transporte.phtml;;;;;;;;;;;;;;;;;;
GFF88025;2022;avr;06/04/2022;Spain;Fats and oils;olive oil;Grey market;The Spanish Agency for Food Safety and Nutrition (Aesan) has launched an alert regarding the clandestine production of fake olive oil and extra-virgin olive oil actually containing a mix of other vegetable oils,additionally,those products are not considered safe for human consumption as they lack proper traceability;https://www.aesan.gob.es/AECOSAN/web/seguridad_alimentaria/ampliacion/INF2022_54.htm;;;;;;;;;;;;;;;;;;
